Código,Nome,Setor,MO,MFCL,RA,RPL,NotaL,LC,D/PL,Receita,CLA,CRA,LPA,RPA,VPA,DPA
AHEB3,Sao Paulo Turismo SA,Consumer Cyclical,-0.298,-0.42710000000000004,-0.1286,-0.5822999999999999,9.530893006523998,0.82,0,108000000.0,0.0,-0.1558,-4.6530178144110605,14.357883541611274,7.82,0
SULA3,Sul America SA,Financial Services,0,0.0195,0.038900000000000004,0.1607,0.0,0,0.35,21866000000.0,0.0986,0.0917,0.7814217817093179,18.49195744464929,5.24,0.18
SCAR3,Sao Carlos Empreend E Participacoes SA,Real Estate,0.4464,0.0275,0.042199999999999994,0.0873,0.04522552056,2.6,0.81,613000000.0,-0.1162,-0.0006,2.0783899405926873,10.617108613194311,25.12,0.81
TOTS3,Totvs SA,Technology,0.0546,0.1445,0.024399999999999998,0.0467,0.008990155355999998,1.44,0.18,2320000000.0,-0.3265,0.0672,0.3622357188567841,14.006447795795651,7.87,0.31
TRPN3,Tarpon Investimentos SA,Financial Services,0.2541,-1.0747,0.08900000000000001,0.1063,-2.5835399710890004,6.7,0,37000000.0,-0.2535,-0.1359,0.13245033112582782,0.8167770419426048,1.37,0.05
TECN3,Technos SA,Consumer Cyclical,-0.0146,0.11199999999999999,0.0044,0.0072,-5.180313599999999e-05,2.82,0.15,313000000.0,0.0,-0.063,0.0382136397218047,3.9869564109749573,5.87,0
TCSA3,Tecnisa SA,Real Estate,-2.0741,0.7575,-0.16879999999999998,-0.37670000000000003,-99.90342815502,1.47,0.51,152000000.0,0.0,-0.4236,-1.1715258822676877,0.45894828377497043,2.53,0
TCNO3,Tecnosolo Engenharia SA,Industrials,-2.3076,7.9163,-0.0533,-1.3979,-1361.0876340268114,0.31,10.33,2000000.0,0.0,-0.6417,-1.9637462235649548,0.3021148036253776,0.42,0
TOYB3,Tec Toy SA,Consumer Cyclical,-0.4988,-0.6486,-0.6459999999999999,0.0,-0.0,0.29,0,17000000.0,0,-0.4874,-0.3658861096327834,0.5654603512506653,-0.56,0
TGMA3,Tegma Gestao Logistica SA,Industrials,0.1306,0.0673,0.1721,0.3054,0.4619640118092,2.0,0.24,1206000000.0,0.0,-0.0964,1.9999090950411345,18.271896731966727,7.06,0.97
TEKA4,Teka-Tecelagem Kuehnrich SA Pfd Shs,Consumer Cyclical,-0.10869999999999999,-0.0101,-0.1726,0,-0.0,0.02,0,128000000.0,0,-0.0665,-332007.9522862823,254473.16103379722,-3145.3,0
TKNO4,Tekno SA Industria e Comercio Pfd Shs,Basic Materials,-0.1209,-0.044800000000000006,-0.0639,-0.07629999999999999,0.0264076473024,3.14,0.02,130000000.0,0.0,-0.0339,-4.409769335142469,44.097693351424695,55.85,0
TELB3,Telecomunicacoes Brasileiras SA,Communication Services,-2.3466,-2.637,-0.0975,-0.6267,378.10594556865004,0.9,0.59,122000000.0,0,-0.20629999999999998,-6.692873702247757,2.4594294929946576,7.43,0
VIVT3,Telefonica Brasil SA,Communication Services,0.1609,0.038900000000000004,0.0867,0.12710000000000002,0.0689715988257,0.91,0.07,58063000000.0,-0.0226,0.0516,5.298111154478468,34.336893399094016,42.32,3.82
TEND3,Construtora Tenda SA,Consumer Cyclical,0.1775,0.1047,0.0827,0.1616,0.24836586396000002,4.18,0.44,1584000000.0,0.0,0.049,3.6226328298704287,30.36111324081883,25.02,0
TESA3,Terra Santa Agro SA,Consumer Defensive,0.2267,0.057800000000000004,0.0264,0.062400000000000004,0.021585786393600002,0.98,0.72,752000000.0,0,-0.0852,3.237691191247069,41.978340962375796,49.83,0
TXRX4,Textil Renauxview SA Pfd Shs,Consumer Cyclical,2.0103999999999997,0.0313,0.5343,0,0.0,0.15,0,85000000.0,0,-0.0116,22.77529936604837,19.957736557877436,-71.26,0
SHOW3,T4F Entretenimento SA,Consumer Cyclical,0.0861,-0.1392,0.0582,0.1185,-0.08265777710399998,1.52,0,586000000.0,0.0,-0.012199999999999999,0.5629546228944756,8.681352868846387,4.96,0.31
TRPL3,Cia de Transmissao de Energia Eletrica Paulista,Utilities,0.5624,0.4253,0.0729,0.11810000000000001,2.0592928929528003,4.03,0.24,3270000000.0,0.1011,-0.0019,8.068188027027519,19.851749321580126,68.68,7.35
LUXM4,Trevisa Investimentos SA Pfd Shs,Industrials,0.14029999999999998,0.0836,0.0288,0.051699999999999996,0.017464130956799995,0.81,0.34,120000000.0,-0.0281,0.1797,0.962278675904542,23.094688221709006,20.51,0.4
TRIS3,Trisul SA,Real Estate,0.1629,-0.0403,0.0739,0.1329,-0.06447562337969998,3.41,0.35,522000000.0,0.0512,-0.0806,0.49275243296513777,3.572455138997249,3.89,0.17
TPIS3,TPI Triunfo Participacoes e Investimentos SA,Industrials,0.3195,0.053399999999999996,0.1693,0.9112,2.631981235608,0.2,0.6,1284000000.0,0.0,-0.047599999999999996,4.215909090909091,7.295454545454546,6.74,0.19
TUPY3,Tupy SA,Consumer Cyclical,0.0739,0.07400000000000001,0.0436,0.09699999999999999,0.02312780312,2.03,0.63,4560000000.0,0.1825,0.059699999999999996,1.4426611549612285,31.62757147415001,15.54,1.21
UCAS3,Unicasa Ind Moveis SA,Consumer Cyclical,-0.0437,0.0174,-0.0134,-0.0176,-0.00017932801920000002,2.52,0,150000000.0,0.0,-0.1344,-0.04539539388070091,2.269769694035045,2.56,0
UNIP3,Unipar Carbocloro SA,Basic Materials,0.25079999999999997,0.2007,0.1284,0.42340000000000005,2.7364705717535993,1.64,0.42,3302000000.0,0.5044,0.5341,5.310161718561429,36.2275908981195,14.86,0.97
USIM3,"Usinas Siderurgicas de Minas Gerais,S.A.",Basic Materials,0.0904,0.0538,0.0124,0.023,0.0013870759039999998,3.01,0.42,13387000000.0,0.0,-0.0332,0.2569668337217097,10.683276406933317,11.47,0.04
VLID3,Valid Solucoes eServicos de Seguranca em Meios de Pagamento e Identificacao,Industrials,0.09119999999999999,0.09449999999999999,0.0265,0.0564,0.012881060639999997,2.25,0.63,1699000000.0,-0.3689,0.067,0.8143208143208143,23.853983853983856,15.43,0.59
VIVR3,Viver Incorporadora e Construtora SA,Real Estate,-2.3885,-9.2049,-0.1784,0.0,-0.0,0.77,0,20000000.0,0,-0.6653,-0.31881812772931895,0.04490396165201675,-0.4,0
VULC3,Vulcabras Azaleia SA,Consumer Cyclical,0.14800000000000002,0.051399999999999994,0.1341,0.2776,0.28318684435200003,3.14,0,1210000000.0,0.0,-0.0316,0.6144305734142809,4.923582740604502,3.64,0
MWET4,Wetzel SA Pfd Shs,Consumer Cyclical,-0.1072,-0.0138,-0.0077,0.0,-0.0,0.33,0,152000000.0,0,-0.1467,-0.4859086491739553,73.85811467444121,-73.31,0
WHRL3,Whirlpool SA,Technology,0.052199999999999996,0.042300000000000004,0.051399999999999994,0.1536,0.0174327220224,1.29,0,9495000000.0,-0.1497,-0.0060999999999999995,0.23822357082493228,6.318248058610983,1.57,0.21
WIZS3,Wiz Solucoes e Corretagem de Seguros SA,Financial Services,0,0.2462,0.257,0.948,0.0,0,0,630000000.0,0.24969999999999998,0.27399999999999997,1.0068352229733533,3.9397900029392083,1.31,0.51
